Rank,Ticker,Last_Price,Momentum_14d,Vol_Surge,Range_Pos_325,Radar_Score,Threshold,Distance_%,Z_Score,Prev_Close
580,MELI,1632.52,-237.56,4.81,0.0374,-42.7254,219.1638,-119.49,-0.36,1870.01
581,BBVA,22.28,-0.92,0.63,0.7989,-0.4625,2.2573,-120.49,-0.79,21.87
582,AMGN,331.7,-18.46,0.67,0.5676,-6.9938,33.5079,-120.87,-0.6,329.09
583,MAIN,54.01,-0.95,1.87,0.495,-0.8813,4.1859,-121.05,-0.56,56.6
584,IDXX,560.11,-22.95,0.83,0.4929,-9.4032,44.4518,-121.15,-0.32,572.2
585,CG,50.63,-1.92,1.48,0.5021,-1.4239,6.7104,-121.22,-0.54,49.01
586,DGX,187.39,-8.92,0.56,0.6173,-3.0648,14.3273,-121.39,-0.68,190.84
587,EMR,141.31,-5.46,0.87,0.6944,-3.3054,15.2828,-121.63,-0.72,141.09
588,DLR,195.31,-8.6,0.46,0.8433,-3.3033,15.1746,-121.77,-0.65,194.78
589,AEP,130.16,-3.12,0.92,0.8,-2.296,10.5333,-121.8,-0.85,131.76
590,SCHW,88.61,-4.54,0.69,0.5595,-1.7587,7.9888,-122.01,-0.68,89.5
591,CRON,2.54,-0.22,0.58,0.5137,-0.0661,0.2996,-122.06,-0.35,2.57
592,JBLU,5.11,-0.64,0.67,0.3634,-0.1558,0.6994,-122.27,-0.43,5.13
593,H,167.6,-5.08,0.67,0.8371,-2.8305,12.6443,-122.39,-0.6,170.47
594,TER,359.77,-15.44,0.93,0.8252,-11.8784,52.6366,-122.57,-0.82,354.11
595,EQIX,1072.08,-31.89,0.76,0.8723,-21.2213,93.8518,-122.61,-0.69,1066.76
596,FOXA,62.94,-1.81,1.64,0.5646,-1.6779,7.3793,-122.74,-0.77,62.69
597,SOFI,15.75,-3.75,0.79,0.2963,-0.877,3.8474,-122.79,-0.74,16.0
598,CHRW,171.39,-12.56,0.48,0.7385,-4.4642,19.5911,-122.79,-0.75,171.37
599,BNTX,94.12,-11.07,1.02,0.3091,-3.482,15.0176,-123.19,-0.41,93.02
600,LMND,55.01,-13.66,0.76,0.4061,-4.1942,17.7863,-123.58,-0.59,54.43
601,WU,9.07,-0.45,0.47,0.5518,-0.1155,0.481,-124.01,-0.72,9.05
602,DNUT,3.6,-0.32,1.17,0.1575,-0.0587,0.2417,-124.3,-0.54,3.64
603,TLT,86.08,-0.65,1.38,0.6282,-0.5632,2.287,-124.63,-0.44,85.65
604,NVS,146.03,-4.96,0.73,0.734,-2.6476,10.6751,-124.8,-0.79,145.39
605,GRMN,240.09,-27.43,0.42,0.6889,-7.9961,32.1069,-124.9,-0.7,241.9
606,DUK,124.17,-3.69,0.66,0.6615,-1.6098,6.44,-125.0,-0.64,124.87
607,CRL,177.62,-7.92,0.87,0.6259,-4.2942,17.1144,-125.09,-0.4,181.68
608,SHEL,83.97,-4.03,0.68,0.7169,-1.9598,7.6317,-125.68,-0.89,84.24
609,PPG,109.61,-5.12,0.65,0.4847,-1.6226,6.2845,-125.82,-0.55,108.93
610,EIDO,14.89,-1.42,0.76,0.2119,-0.2272,0.8777,-125.88,-0.38,15.11
611,NRG,138.11,-18.59,0.74,0.5382,-7.4163,27.8992,-126.58,-0.66,141.86
612,VST,147.72,-11.88,1.81,0.4465,-9.6093,35.5353,-127.04,-0.74,153.95
613,GDX,94.59,-4.54,1.0,0.7197,-3.2814,12.0642,-127.2,-0.79,91.72
614,GILD,131.33,-4.54,1.67,0.6269,-4.7583,17.2165,-127.64,-1.02,134.06
615,META,609.63,-61.28,0.83,0.4155,-21.2112,76.7498,-127.64,-0.67,616.81
616,XLF,51.24,-1.39,0.86,0.6596,-0.7861,2.8419,-127.66,-0.65,51.55
617,NEGG,25.51,-17.51,1.81,0.165,-5.2187,18.8412,-127.7,-0.46,29.21
618,USB,55.53,-1.47,1.12,0.8123,-1.3363,4.8204,-127.72,-0.8,55.31
619,WMS,143.2,-12.46,0.49,0.5807,-3.546,12.7226,-127.87,-0.58,144.08
620,CINF,161.5,-4.49,0.84,0.7783,-2.9352,10.4426,-128.11,-0.7,162.05
621,BIO,254.32,-49.02,0.41,0.2643,-5.2485,18.5862,-128.24,-0.56,257.32
622,ACHC,25.18,-2.66,0.54,0.4023,-0.5802,2.0465,-128.35,-0.33,24.46
623,JLL,329.87,-23.6,0.49,0.8033,-9.1975,32.4195,-128.37,-0.65,328.06
624,CCL,26.38,-2.63,0.71,0.603,-1.1292,3.9477,-128.6,-0.66,27.0
625,NTR,68.33,-2.84,1.14,0.5867,-1.8976,6.6295,-128.62,-0.94,68.38
626,ITW,254.76,-17.92,0.51,0.494,-4.477,14.8675,-130.11,-0.66,255.53
627,BKNG,165.93,-26.1,1.22,0.1911,-6.0906,19.904,-130.6,-0.79,171.28
628,VFC,18.98,-2.52,0.59,0.5142,-0.7709,2.5057,-130.77,-0.61,19.06
629,XLU,44.72,-1.03,0.91,0.7732,-0.7241,2.2909,-131.61,-0.82,45.12
630,NMR,7.95,-0.54,0.74,0.6547,-0.2617,0.8199,-131.92,-0.72,7.9
631,COF,189.48,-16.23,1.1,0.4106,-7.3176,22.9111,-131.94,-0.7,192.59
632,LVS,53.11,-3.75,0.95,0.5887,-2.0999,6.5315,-132.15,-0.76,53.78
633,FDX,378.58,-15.18,0.8,0.881,-10.724,33.3221,-132.18,-0.83,375.93
634,ATO,180.87,-5.36,0.74,0.7977,-3.164,9.7919,-132.31,-1.0,181.86
635,VALE,16.63,-1.19,0.63,0.8757,-0.6599,2.0411,-132.33,-1.14,16.19
636,ABNB,141.49,-2.1,2.09,0.6496,-2.8515,8.8038,-132.39,-0.56,140.46
637,PHM,117.55,-9.85,0.69,0.5311,-3.6245,11.1257,-132.58,-0.63,116.82
638,WSM,182.1,-19.92,0.68,0.5829,-7.9124,24.152,-132.76,-0.59,183.42
639,W,66.26,-14.83,0.68,0.4605,-4.6193,13.9338,-133.15,-0.61,66.2
640,TECH,48.36,-12.22,1.38,0.0964,-1.6236,4.8091,-133.76,-0.68,50.91
641,CROX,103.63,-7.56,0.68,0.6129,-3.159,9.2329,-134.21,-0.62,104.08
642,SYF,73.14,-5.12,0.84,0.6918,-2.9839,8.6696,-134.42,-0.8,74.0
643,TWST,56.85,-5.03,0.7,0.7846,-2.7807,8.0687,-134.46,-0.92,58.54
644,BMBL,3.62,-0.81,1.2,0.1626,-0.1576,0.4532,-134.77,-0.71,3.46
645,ULTA,521.58,-50.66,0.71,0.5236,-18.7143,53.6484,-134.88,-0.63,526.53
646,NIO,5.85,-0.81,0.6,0.566,-0.2736,0.7827,-134.95,-0.84,5.87
647,SPG,202.12,-5.44,0.87,0.9214,-4.3733,12.4279,-135.19,-0.93,201.4
648,LMT,506.51,-74.77,0.63,0.3605,-17.0552,48.3216,-135.3,-0.75,512.41
649,TEM,49.86,-6.92,1.81,0.2003,-2.5021,7.0727,-135.38,-0.31,49.47
650,MRK,111.38,-5.72,0.61,0.7599,-2.6488,7.4572,-135.52,-0.94,112.3
651,TGT,125.25,-4.93,0.61,0.7761,-2.3335,6.5426,-135.67,-0.59,125.88
652,UPWK,8.82,-2.27,5.39,0.0896,-1.0962,3.0621,-135.8,-0.73,10.61
653,PHG,27.21,-1.98,0.67,0.5129,-0.6792,1.887,-135.99,-0.43,27.16
654,ALLY,44.24,-1.75,0.92,0.8655,-1.3946,3.7699,-136.99,-0.6,43.79
655,GFI,44.86,-3.92,0.94,0.6633,-2.4551,6.6119,-137.13,-0.9,44.92
656,BK,130.5,-4.33,0.95,0.8841,-3.6581,9.7838,-137.39,-1.27,130.69
657,NU,13.8,-1.3,1.12,0.4804,-0.7021,1.8487,-137.98,-0.61,14.26
658,WM,215.37,-8.81,1.28,0.4175,-4.6971,12.3434,-138.05,-0.93,221.45
659,XLV,143.49,-3.93,1.07,0.5277,-2.2213,5.805,-138.27,-0.79,144.72
660,IAC,44.06,-1.14,1.15,0.8918,-1.1676,3.0504,-138.28,-1.06,43.12
661,NRDS,9.14,-1.86,1.77,0.1824,-0.6035,1.5553,-138.8,-0.58,9.77
662,PRTS,0.85,-0.07,0.98,0.4571,-0.0314,0.0807,-138.89,-0.62,0.85
663,RIVN,14.22,-2.7,1.15,0.3131,-0.9696,2.4055,-140.31,-0.96,14.18
664,PAGS,10.09,-0.96,0.56,0.668,-0.3625,0.8884,-140.8,-0.77,10.12
665,KGC,31.51,-3.19,0.67,0.7383,-1.5795,3.7753,-141.84,-1.03,30.42
666,DLTR,94.24,-13.01,0.93,0.4025,-4.8813,11.6177,-142.02,-0.84,96.76
667,AMC,1.5,-0.33,0.52,0.181,-0.0313,0.0729,-142.87,-0.46,1.52
668,BMY,56.16,-2.97,0.97,0.7072,-2.038,4.7221,-143.16,-0.98,56.25
669,F,12.32,-0.55,0.81,0.6338,-0.2832,0.6543,-143.28,-0.92,12.18
670,HBAN,16.12,-0.94,1.21,0.5962,-0.6781,1.5518,-143.7,-0.94,16.19
671,AEM,193.21,-23.18,0.78,0.6339,-11.399,25.5335,-144.64,-1.07,187.77
672,GSK,50.41,-6.94,0.52,0.6409,-2.3338,5.1796,-145.06,-1.05,50.5
673,YUM,151.95,-9.87,0.73,0.6276,-4.5087,9.8988,-145.55,-0.97,157.25
674,ZTS,82.83,-39.89,2.82,0.0186,-2.0907,4.501,-146.45,-0.51,87.31
675,ANGI,5.83,-1.76,2.61,0.0804,-0.3688,0.7854,-146.96,-0.64,5.24
676,ED,106.31,-3.36,1.33,0.6646,-2.9708,6.2775,-147.32,-1.12,106.39
677,BF-B,27.68,-1.58,0.76,0.3384,-0.406,0.8564,-147.41,-1.01,27.38
678,AZN,182.85,-17.84,0.57,0.6931,-7.092,14.8585,-147.73,-1.08,182.52
679,TJX,153.36,-6.33,0.91,0.7737,-4.4429,9.2906,-147.82,-1.27,154.48
680,XBI,134.71,-3.08,1.41,0.9384,-4.0816,8.3523,-148.87,-1.35,133.66
681,LHX,299.64,-48.93,0.55,0.5861,-15.6822,31.927,-149.12,-1.12,301.18
682,NOC,549.52,-107.46,0.88,0.3701,-35.1263,71.415,-149.19,-1.35,552.27
683,UPS,100.78,-6.33,0.77,0.4537,-2.2054,4.3831,-150.32,-0.89,100.1
684,BAC,51.31,-2.64,1.08,0.7622,-2.1633,4.284,-150.5,-1.16,52.75
685,CPRI,18.53,-2.75,0.75,0.4065,-0.8374,1.6429,-150.97,-1.06,18.69
686,SNN,29.95,-4.26,0.79,0.4534,-1.5245,2.9889,-151.01,-1.0,30.05
687,HON,213.12,-16.62,0.9,0.576,-8.5967,16.8226,-151.1,-1.17,216.07
688,VSCO,48.04,-7.3,0.99,0.6452,-4.6659,9.1041,-151.25,-1.08,47.55
689,EWZ,39.12,-2.18,0.95,0.8561,-1.7818,3.4765,-151.25,-1.38,38.8
690,TMDX,67.84,-45.29,1.8,0.0954,-7.7799,15.061,-151.66,-0.55,72.9
691,WFC,75.64,-6.33,1.47,0.4603,-4.2843,8.2937,-151.66,-1.11,79.16
692,SHOP,110.41,-24.73,1.3,0.3611,-11.6367,21.7671,-153.46,-0.84,111.74
693,FCX,61.65,-8.53,0.76,0.787,-5.0914,9.4866,-153.67,-1.43,60.61
694,MAR,353.18,-25.54,0.76,0.8481,-16.3577,30.0799,-154.38,-1.51,352.05
695,ECL,254.22,-21.46,1.24,0.3914,-10.4393,18.7579,-155.65,-1.17,256.55
696,HLT,316.78,-26.11,0.65,0.8125,-13.858,24.1684,-157.34,-1.38,320.3
697,AXP,316.03,-13.84,1.98,0.5852,-16.0637,27.876,-157.63,-1.13,318.69
698,O,61.92,-2.72,1.01,0.7224,-1.9895,3.4384,-157.86,-1.24,61.79
699,WPM,138.85,-10.36,1.18,0.7532,-9.2344,15.8025,-158.44,-1.22,131.56
700,JPM,302.1,-14.89,1.15,0.764,-13.0669,21.789,-159.97,-1.21,306.27
701,WYNN,102.42,-6.37,2.79,0.5412,-9.6022,15.8621,-160.54,-1.51,106.85
702,RL,358.45,-31.07,0.91,0.8403,-23.7309,38.7353,-161.26,-1.55,353.55
703,BDX,149.43,-9.21,1.24,0.3566,-4.0577,6.5616,-161.84,-1.1,153.26
704,SAM,197.34,-52.56,0.78,0.1517,-6.1808,9.877,-162.58,-1.47,203.01
705,DG,113.29,-13.17,1.16,0.5088,-7.8038,12.2859,-163.52,-1.04,116.47
706,NET,196.13,-8.68,3.95,0.6256,-21.4409,33.7143,-163.6,-1.37,256.79
707,HCA,435.19,-42.94,1.04,0.5424,-24.3299,37.5182,-164.85,-1.27,429.02
708,ODFL,198.33,-25.05,0.64,0.6723,-10.7591,16.5557,-164.99,-1.46,198.06
709,REGN,714.89,-34.52,0.75,0.6954,-17.9886,27.6742,-165.0,-0.46,709.1
710,FSLY,20.51,-4.9,1.49,0.5257,-3.8394,5.7547,-166.72,-1.08,19.5
711,C,125.55,-6.87,1.32,0.8873,-8.041,11.7553,-168.4,-1.75,129.09
712,SPLV,72.63,-1.68,2.03,0.5934,-2.0231,2.687,-175.29,-1.39,73.12
713,OTLY,10.41,-3.22,0.9,0.3435,-1.0009,1.3205,-175.8,-1.09,10.77
714,NNDM,1.58,-0.26,2.44,0.1957,-0.124,0.1594,-177.81,-1.68,1.85
715,FE,44.33,-4.62,1.0,0.5347,-2.4623,3.1304,-178.66,-1.67,45.17
716,GAP,23.37,-3.9,1.03,0.548,-2.1921,2.7612,-179.39,-1.41,23.9
717,ALGN,168.78,-22.88,0.79,0.412,-7.4485,9.231,-180.69,-1.7,168.39
718,FUTU,144.59,-20.19,2.45,0.5784,-28.6548,34.5284,-182.99,-1.32,144.89
719,CMCSA,25.4,-4.33,1.12,0.172,-0.8327,0.9909,-184.04,-1.37,26.24
720,CAVA,79.4,-17.99,1.38,0.3561,-8.825,10.2358,-186.22,-1.04,84.47
721,FIVE,223.13,-24.58,0.93,0.857,-19.5197,22.2904,-187.57,-2.5,221.25
722,TM,187.53,-27.72,1.44,0.3464,-13.8102,14.608,-194.54,-1.99,189.0
723,RTX,176.09,-19.7,1.1,0.631,-13.6639,14.2561,-195.85,-2.06,176.78
724,TXG,21.6,-2.99,1.75,0.7536,-3.9331,3.8946,-200.99,-2.55,22.42
725,MCK,736.09,-122.95,1.83,0.3905,-87.7088,85.1042,-203.06,-2.16,754.76
726,XRAY,11.0,-1.79,1.5,0.1299,-0.348,0.3209,-208.46,-2.01,10.96
727,PFE,25.68,-1.84,1.01,0.668,-1.2372,1.1322,-209.28,-2.26,26.48
728,MSI,383.99,-62.93,2.89,0.1959,-35.5812,30.401,-217.04,-2.26,433.2
729,HLF,14.31,-2.67,1.73,0.6035,-2.7858,2.3713,-217.48,-2.2,14.49
730,BBIO,67.39,-9.29,1.57,0.69,-10.0937,8.0455,-225.46,-2.5,67.45
731,CAH,183.65,-27.53,1.56,0.5655,-24.2172,19.2348,-225.9,-2.24,185.28
732,TPR,133.48,-20.13,1.75,0.7302,-25.6571,19.7251,-230.07,-2.99,130.52
733,PSEC,2.47,-0.25,3.31,0.1653,-0.1394,0.102,-236.7,-2.33,2.75
734,ANET,141.77,-25.08,1.72,0.6841,-29.5696,21.2433,-239.2,-2.65,141.75
735,EXPE,229.98,-43.26,2.45,0.58,-61.4406,30.2659,-303.0,-3.41,252.79
736,FIGS,11.63,-4.36,3.1,0.5796,-7.8323,1.8909,-514.22,-4.83,15.37
